NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	346	18		
GOBP_DIACYLGLYCEROL_BIOSYNTHETIC_PROCESS	9		Rejected!	
GOBP_PHOSPHATIDYLGLYCEROL_BIOSYNTHETIC_PROCESS	10		Rejected!	
GOBP_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS	39		Rejected!	
GOBP_CDP_CHOLINE_PATHWAY	7		Rejected!	
GOBP_PHOSPHATIDYLSERINE_METABOLIC_PROCESS	37		Rejected!	
GOBP_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS	116		Rejected!	
GOBP_GLYCEROL_ETHER_METABOLIC_PROCESS	21		Rejected!	
GOBP_SPHINGOLIPID_METABOLIC_PROCESS	167		Rejected!	
GOBP_CERAMIDE_METABOLIC_PROCESS	102		Rejected!	
GOBP_GLYCOSYLCERAMIDE_METABOLIC_PROCESS	17		Rejected!	
GOBP_GLUCOSYLCERAMIDE_METABOLIC_PROCESS	7		Rejected!	
GOBP_SPHINGOMYELIN_METABOLIC_PROCESS	15		Rejected!	
GOBP_SPHINGOMYELIN_CATABOLIC_PROCESS	7		Rejected!	
GOBP_SPHINGOMYELIN_BIOSYNTHETIC_PROCESS	7		Rejected!	
GOBP_GLYCOSPHINGOLIPID_METABOLIC_PROCESS	67		Rejected!	
GOBP_GLYCOSPHINGOLIPID_BIOSYNTHETIC_PROCESS	28		Rejected!	
GOBP_GANGLIOSIDE_CATABOLIC_PROCESS	7		Rejected!	
GOBP_ICOSANOID_METABOLIC_PROCESS	123	22		
GOBP_LEUKOTRIENE_METABOLIC_PROCESS	36		Rejected!	
GOBP_PROSTANOID_METABOLIC_PROCESS	48		Rejected!	
GOBP_STEROID_BIOSYNTHETIC_PROCESS	190	17		
GOBP_BILE_ACID_BIOSYNTHETIC_PROCESS	38		Rejected!	
GOBP_C21_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	26		Rejected!	
GOBP_PROGESTERONE_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_ANDROGEN_BIOSYNTHETIC_PROCESS	11		Rejected!	
GOBP_ESTROGEN_BIOSYNTHETIC_PROCESS	13		Rejected!	
GOBP_GLUCOCORTICOID_BIOSYNTHETIC_PROCESS	18		Rejected!	
GOBP_STEROID_CATABOLIC_PROCESS	26		Rejected!	
GOBP_CHOLESTEROL_CATABOLIC_PROCESS	11		Rejected!	
GOBP_ANDROGEN_CATABOLIC_PROCESS	5		Rejected!	
GOBP_ISOPRENOID_METABOLIC_PROCESS	143	24		
GOBP_TERPENOID_METABOLIC_PROCESS	124	21		
GOBP_ONE_CARBON_METABOLIC_PROCESS	40		Rejected!	
GOBP_NADH_METABOLIC_PROCESS	43		Rejected!	
GOBP_NADP_METABOLIC_PROCESS	35		Rejected!	
GOBP_NADPH_REGENERATION	18		Rejected!	
GOBP_UBIQUINONE_METABOLIC_PROCESS	18		Rejected!	
GOBP_GLUTATHIONE_METABOLIC_PROCESS	64		Rejected!	
GOBP_GLUTATHIONE_CATABOLIC_PROCESS	11		Rejected!	
GOBP_ATP_BIOSYNTHETIC_PROCESS	56		Rejected!	
GOBP_FOLIC_ACID_CONTAINING_COMPOUND_METABOLIC_PROCESS	27		Rejected!	
GOBP_VITAMIN_METABOLIC_PROCESS	130	17		
GOBP_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS	84		Rejected!	
GOBP_BIOTIN_METABOLIC_PROCESS	9		Rejected!	
GOBP_FAT_SOLUBLE_VITAMIN_METABOLIC_PROCESS	45		Rejected!	
GOBP_VITAMIN_A_METABOLIC_PROCESS	8		Rejected!	
GOBP_PORPHYRIN_CONTAINING_COMPOUND_METABOLIC_PROCESS	40		Rejected!	
GOBP_PROTOPORPHYRINOGEN_IX_BIOSYNTHETIC_PROCESS	9		Rejected!	
GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS	378	28		
GOBP_POLYPHOSPHATE_METABOLIC_PROCESS	6		Rejected!	
GOBP_POLYPHOSPHATE_CATABOLIC_PROCESS	5		Rejected!	
GOBP_SUPEROXIDE_METABOLIC_PROCESS	70	15		
GOBP_CATION_TRANSPORT	1155	127		
GOBP_POTASSIUM_ION_TRANSPORT	232	22		
GOBP_SODIUM_ION_TRANSPORT	239	17		
GOBP_CALCIUM_ION_TRANSPORT	409	52		
GOBP_PHOSPHATE_ION_TRANSPORT	26		Rejected!	
GOBP_CHLORIDE_TRANSPORT	109		Rejected!	
GOBP_COBALT_ION_TRANSPORT	7		Rejected!	
GOBP_COPPER_ION_TRANSPORT	16		Rejected!	
GOBP_IRON_ION_TRANSPORT	79		Rejected!	
GOBP_MANGANESE_ION_TRANSPORT	15		Rejected!	
GOBP_ZINC_ION_TRANSPORT	27		Rejected!	
GOBP_WATER_TRANSPORT	21		Rejected!	
GOBP_DICARBOXYLIC_ACID_TRANSPORT	93		Rejected!	
GOBP_NEUROTRANSMITTER_TRANSPORT	209	22		
GOBP_SEROTONIN_TRANSPORT	20		Rejected!	
GOBP_MITOCHONDRIAL_TRANSPORT	274	16		
GOBP_ACYL_CARNITINE_TRANSPORT	5		Rejected!	
GOBP_MITOCHONDRIAL_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	25		Rejected!	
GOBP_CARNITINE_SHUTTLE	11		Rejected!	
GOBP_DRUG_TRANSMEMBRANE_TRANSPORT	10		Rejected!	
GOBP_OLIGOPEPTIDE_TRANSPORT	13		Rejected!	
GOBP_EXTRACELLULAR_TRANSPORT	35		Rejected!	
GOBP_NUCLEOTIDE_TRANSPORT	32		Rejected!	
GOBP_AMINO_ACID_TRANSPORT	152		Rejected!	
GOBP_GLUTAMINE_TRANSPORT	9		Rejected!	
GOBP_CELLULAR_ION_HOMEOSTASIS	668	87		
GOBP_CELLULAR_COPPER_ION_HOMEOSTASIS	14		Rejected!	
GOBP_CELLULAR_IRON_ION_HOMEOSTASIS	70		Rejected!	
GOBP_CELLULAR_SODIUM_ION_HOMEOSTASIS	19		Rejected!	
GOBP_CELL_VOLUME_HOMEOSTASIS	29		Rejected!	
GOBP_REGULATION_OF_PH	103		Rejected!	
GOBP_INTRACELLULAR_PROTEIN_TRANSPORT	1161	95		
GOBP_EXOCYTOSIS	891	137		
GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	206		Rejected!	
GOBP_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ENDOPLASMIC_RETICULUM	87		Rejected!	
GOBP_INTRA_GOLGI_VESICLE_MEDIATED_TRANSPORT	34		Rejected!	
GOBP_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT	105		Rejected!	
GOBP_GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	59		Rejected!	
GOBP_GOLGI_TO_ENDOSOME_TRANSPORT	17		Rejected!	
GOBP_GOLGI_TO_VACUOLE_TRANSPORT	19		Rejected!	
GOBP_ENDOCYTOSIS	674	75		
GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS	327	39		
GOBP_VESICLE_BUDDING_FROM_MEMBRANE	109		Rejected!	
GOBP_VESICLE_TARGETING	95		Rejected!	
GOBP_VESICLE_DOCKING_INVOLVED_IN_EXOCYTOSIS	44		Rejected!	
GOBP_PINOCYTOSIS	22		Rejected!	
GOBP_PHAGOCYTOSIS	374	50		
GOBP_PHAGOCYTOSIS_RECOGNITION	91		Rejected!	
GOBP_APOPTOTIC_PROCESS	1931	256		
GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS	87	15		
GOBP_CELLULAR_COMPONENT_DISASSEMBLY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS	35		Rejected!	
GOBP_ACTIVATION_INDUCED_CELL_DEATH_OF_T_CELLS	9		Rejected!	
GOBP_INFLAMMATORY_CELL_APOPTOTIC_PROCESS	20		Rejected!	
GOBP_SUBSTRATE_DEPENDENT_CELL_MIGRATION	24		Rejected!	
GOBP_SUBSTRATE_DEPENDENT_CELL_MIGRATION_CELL_EXTENSION	9		Rejected!	
GOBP_MUSCLE_CONTRACTION	352	53		
GOBP_REGULATION_OF_MUSCLE_CONTRACTION	161	26		
GOBP_SMOOTH_MUSCLE_CONTRACTION	100	17		
GOBP_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	59		Rejected!	
GOBP_STRIATED_MUSCLE_CONTRACTION	176	28		
GOBP_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION	91	15		
GOBP_SYNCYTIUM_FORMATION	56		Rejected!	
GOBP_DEFENSE_RESPONSE	1790	273		
GOBP_ACUTE_PHASE_RESPONSE	46		Rejected!	
GOBP_INFLAMMATORY_RESPONSE	773	153		
GOBP_COMPLEMENT_ACTIVATION	171	20		
GOBP_COMPLEMENT_ACTIVATION_ALTERNATIVE_PATHWAY	18		Rejected!	
GOBP_HUMORAL_IMMUNE_RESPONSE	373	60		
GOBP_CELLULAR_DEFENSE_RESPONSE	54		Rejected!	
GOBP_RESPONSE_TO_OSMOTIC_STRESS	82	16		
GOBP_HYPOTONIC_RESPONSE	10		Rejected!	
GOBP_HYPEROSMOTIC_RESPONSE	26		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS	869	61		
GOBP_DNA_DAMAGE_INDUCED_PROTEIN_PHOSPHORYLATION	8		Rejected!	
GOBP_RESPONSE_TO_OXIDATIVE_STRESS	444	62		
GOBP_ER_OVERLOAD_RESPONSE	12		Rejected!	
GOBP_ER_NUCLEUS_SIGNALING_PATHWAY	53		Rejected!	
GOBP_RESPONSE_TO_STEROL_DEPLETION	18		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_NITROGEN_STARVATION	13		Rejected!	
GOBP_NUCLEUS_ORGANIZATION	124		Rejected!	
GOBP_NUCLEAR_ENVELOPE_ORGANIZATION	52		Rejected!	
GOBP_NUCLEAR_PORE_ORGANIZATION	14		Rejected!	
GOBP_NUCLEOLUS_ORGANIZATION	6		Rejected!	
GOBP_MITOCHONDRION_ORGANIZATION	548	40		
GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION	144		Rejected!	
GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION	56		Rejected!	
GOBP_OUTER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION	5		Rejected!	
GOBP_PLASMA_MEMBRANE_ORGANIZATION	115	17		
GOBP_CYTOSKELETON_ORGANIZATION	1380	136		
GOBP_ACTIN_FILAMENT_ORGANIZATION	434	56		
GOBP_MICROTUBULE_BASED_PROCESS	845	45		
GOBP_MICROTUBULE_BASED_MOVEMENT	370		Rejected!	
GOBP_MICROTUBULE_DEPOLYMERIZATION	44		Rejected!	
GOBP_MICROTUBULE_NUCLEATION	30		Rejected!	
GOBP_TUBULIN_COMPLEX_ASSEMBLY	9		Rejected!	
GOBP_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	5		Rejected!	
GOBP_CYTOPLASM_ORGANIZATION	11		Rejected!	
GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION	86		Rejected!	
GOBP_GOLGI_ORGANIZATION	150		Rejected!	
GOBP_PEROXISOME_ORGANIZATION	84		Rejected!	
GOBP_ENDOSOME_ORGANIZATION	80		Rejected!	
GOBP_VACUOLE_ORGANIZATION	176		Rejected!	
GOBP_VACUOLAR_TRANSPORT	153		Rejected!	
GOBP_VACUOLAR_ACIDIFICATION	23		Rejected!	
GOBP_PROTEIN_CATABOLIC_PROCESS_IN_THE_VACUOLE	18		Rejected!	
GOBP_LYSOSOMAL_TRANSPORT	111		Rejected!	
GOBP_LYSOSOMAL_LUMEN_ACIDIFICATION	10		Rejected!	
GOBP_CELL_CELL_JUNCTION_ASSEMBLY	147	20		
GOBP_CELL_CYCLE	1872	125		
GOBP_CELL_CYCLE_ARREST	235	28		
GOBP_SPINDLE_ORGANIZATION	182		Rejected!	
GOBP_MITOTIC_SPINDLE_ORGANIZATION	118		Rejected!	
GOBP_CHROMOSOME_SEGREGATION	337	16		
GOBP_SISTER_CHROMATID_COHESION	62		Rejected!	
GOBP_REGULATION_OF_SISTER_CHROMATID_COHESION	22		Rejected!	
GOBP_MITOTIC_SISTER_CHROMATID_COHESION	27		Rejected!	
GOBP_MITOTIC_CHROMOSOME_CONDENSATION	15		Rejected!	
GOBP_MITOTIC_NUCLEAR_ENVELOPE_DISASSEMBLY	12		Rejected!	
GOBP_MITOTIC_METAPHASE_PLATE_CONGRESSION	50		Rejected!	
GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION	109		Rejected!	
GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT	159	16		
GOBP_MITOTIC_G2_DNA_DAMAGE_CHECKPOINT	24		Rejected!	
GOBP_REGULATION_OF_EXIT_FROM_MITOSIS	16		Rejected!	
GOBP_NUCLEAR_MIGRATION	19		Rejected!	
GOBP_HOMOLOGOUS_CHROMOSOME_PAIRING_AT_MEIOSIS	49		Rejected!	
GOBP_MALE_MEIOTIC_NUCLEAR_DIVISION	46		Rejected!	
GOBP_MALE_MEIOSIS_I	23		Rejected!	
GOBP_FEMALE_MEIOTIC_NUCLEAR_DIVISION	27		Rejected!	
GOBP_FEMALE_MEIOSIS_I	9		Rejected!	
GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	167		Rejected!	
GOBP_HETEROPHILIC_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	47		Rejected!	
GOBP_NEURON_CELL_CELL_ADHESION	17		Rejected!	
GOBP_LEUKOCYTE_CELL_CELL_ADHESION	366	64		
GOBP_CELL_MATRIX_ADHESION	230	40		
GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION	295	50		
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	212	20		
GOBP_ESTABLISHMENT_OF_TISSUE_POLARITY	123		Rejected!	
GOBP_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	1072	159		
GOBP_RECEPTOR_GUANYLYL_CYCLASE_SIGNALING_PATHWAY	10		Rejected!	
GOBP_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY	737	99		
GOBP_ACTIVATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY	13		Rejected!	
GOBP_SIGNAL_COMPLEX_ASSEMBLY	8		Rejected!	
GOBP_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	123		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY	14		Rejected!	
GOBP_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY	30		Rejected!	
GOBP_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	358	62		
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY	202	40		
GOBP_COMMON_PARTNER_SMAD_PROTEIN_PHOSPHORYLATION	5		Rejected!	
GOBP_SMAD_PROTEIN_COMPLEX_ASSEMBLY	13		Rejected!	
GOBP_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_PHOSPHATASE_SIGNALING_PATHWAY	6		Rejected!	
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	1372	130		
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	67		Rejected!	
GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	230	34		
GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	143	24		
GOBP_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY	39		Rejected!	
GOBP_ADENYLATE_CYCLASE_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	10		Rejected!	
GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	85		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY	19		Rejected!	
GOBP_ADENYLATE_CYCLASE_INHIBITING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	6		Rejected!	
GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	7		Rejected!	
GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY	8		Rejected!	
GOBP_ADENYLATE_CYCLASE_INHIBITING_SEROTONIN_RECEPTOR_SIGNALING_PATHWAY	7		Rejected!	
GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	103	15		
GOBP_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY	32		Rejected!	
GOBP_PROTEIN_KINASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	28		Rejected!	
GOBP_SEROTONIN_RECEPTOR_SIGNALING_PATHWAY	39		Rejected!	
GOBP_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	40		Rejected!	
GOBP_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY	19		Rejected!	
GOBP_GAMMA_AMINOBUTYRIC_ACID_SIGNALING_PATHWAY	27		Rejected!	
GOBP_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	53		Rejected!	
GOBP_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	15		Rejected!	
GOBP_TACHYKININ_RECEPTOR_SIGNALING_PATHWAY	8		Rejected!	
GOBP_NEUROPEPTIDE_SIGNALING_PATHWAY	106	25		
GOBP_NOTCH_SIGNALING_PATHWAY	186	22		
GOBP_NOTCH_RECEPTOR_PROCESSING	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_OF_NOTCH_RECEPTOR_TARGET	18		Rejected!	
GOBP_WNT_SIGNALING_PATHWAY_CALCIUM_MODULATING_PATHWAY	38		Rejected!	
GOBP_SMOOTHENED_SIGNALING_PATHWAY	131		Rejected!	
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	106	22		
GOBP_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	282	27		
GOBP_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY	18		Rejected!	
GOBP_I_KAPPAB_PHOSPHORYLATION	20		Rejected!	
GOBP_CYTOPLASMIC_SEQUESTERING_OF_NF_KAPPAB	8		Rejected!	
GOBP_JNK_CASCADE	189	19		
GOBP_ACTIVATION_OF_JNKK_ACTIVITY	10		Rejected!	
GOBP_ACTIVATION_OF_JUN_KINASE_ACTIVITY	39		Rejected!	
GOBP_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN	88	15		
GOBP_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION	27		Rejected!	
GOBP_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	501	41		
GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION	338	30		
GOBP_RHO_PROTEIN_SIGNAL_TRANSDUCTION	134		Rejected!	
GOBP_CELL_CELL_SIGNALING	1672	207		
GOBP_NEUROTRANSMITTER_SECRETION	155		Rejected!	
GOBP_NEURON_NEURON_SYNAPTIC_TRANSMISSION	6		Rejected!	
GOBP_SYNAPTIC_TRANSMISSION_CHOLINERGIC	28		Rejected!	
GOBP_ENSHEATHMENT_OF_NEURONS	126	23		
GOBP_NEUROMUSCULAR_SYNAPTIC_TRANSMISSION	24		Rejected!	
GOBP_GAMETE_GENERATION	694	48		
GOBP_GERM_CELL_DEVELOPMENT	261	15		
GOBP_SPERM_AXONEME_ASSEMBLY	22		Rejected!	
GOBP_SPERMATID_NUCLEUS_DIFFERENTIATION	19		Rejected!	
GOBP_FEMALE_GAMETE_GENERATION	131		Rejected!	
GOBP_INSEMINATION	12		Rejected!	
GOBP_SINGLE_FERTILIZATION	160		Rejected!	
GOBP_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA	44		Rejected!	
GOBP_ACROSOME_REACTION	38		Rejected!	
GOBP_PENETRATION_OF_ZONA_PELLUCIDA	8		Rejected!	
GOBP_FUSION_OF_SPERM_TO_EGG_PLASMA_MEMBRANE_INVOLVED_IN_SINGLE_FERTILIZATION	22		Rejected!	
GOBP_EGG_ACTIVATION	5		Rejected!	
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE	605	50		
GOBP_BLASTODERM_SEGMENTATION	19		Rejected!	
GOBP_TRIPARTITE_REGIONAL_SUBDIVISION	16		Rejected!	
GOBP_THORAX_AND_ANTERIOR_ABDOMEN_DETERMINATION	5		Rejected!	
GOBP_GASTRULATION	179	42		
GOBP_SEGMENT_SPECIFICATION	17		Rejected!	
GOBP_PATTERN_SPECIFICATION_PROCESS	426	59		
GOBP_ECTODERM_DEVELOPMENT	19		Rejected!	
GOBP_NEUROBLAST_PROLIFERATION	55		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION	6		Rejected!	
GOBP_AXONAL_FASCICULATION	19		Rejected!	
GOBP_SYNAPSE_ASSEMBLY	173		Rejected!	
GOBP_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	980	124		
GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT	74		Rejected!	
GOBP_SENSORY_ORGAN_DEVELOPMENT	534	70		
GOBP_SALIVARY_GLAND_DEVELOPMENT	31		Rejected!	
GOBP_FOREGUT_MORPHOGENESIS	8		Rejected!	
GOBP_ENDODERM_DEVELOPMENT	76	30		
GOBP_MIDGUT_DEVELOPMENT	13		Rejected!	
GOBP_MESODERM_DEVELOPMENT	123	19		
GOBP_MESODERMAL_CELL_FATE_SPECIFICATION	11		Rejected!	
GOBP_GONADAL_MESODERM_DEVELOPMENT	8		Rejected!	
GOBP_HEART_DEVELOPMENT	555	68		
GOBP_ADULT_HEART_DEVELOPMENT	13		Rejected!	
GOBP_MUSCLE_ORGAN_DEVELOPMENT	317	53		
GOBP_MYOBLAST_FUSION	41		Rejected!	
GOBP_NEUROMUSCULAR_JUNCTION_DEVELOPMENT	47		Rejected!	
GOBP_SEX_DETERMINATION	19		Rejected!	
GOBP_SEX_DIFFERENTIATION	262	33		
GOBP_DOSAGE_COMPENSATION	18		Rejected!	
GOBP_EMBRYO_IMPLANTATION	50		Rejected!	
GOBP_PARTURITION	13		Rejected!	
GOBP_AGING	304	65		
GOBP_CELL_AGING	115	18		
GOBP_RESPONSE_TO_NUTRIENT	165	39		
GOBP_RESPIRATORY_GASEOUS_EXCHANGE_BY_RESPIRATORY_SYSTEM	65		Rejected!	
GOBP_DIGESTION	138	19		
GOBP_EXCRETION	60		Rejected!	
GOBP_BODY_FLUID_SECRETION	86		Rejected!	
GOBP_LACTATION	46		Rejected!	
GOBP_BLOOD_COAGULATION_INTRINSIC_PATHWAY	18		Rejected!	
GOBP_SENSORY_PERCEPTION	975	64		
GOBP_PHOTOTRANSDUCTION	58		Rejected!	
GOBP_PHOTOTRANSDUCTION_VISIBLE_LIGHT	34		Rejected!	
GOBP_SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS	524		Rejected!	
GOBP_SENSORY_PERCEPTION_OF_SMELL	454		Rejected!	
GOBP_BEHAVIOR	541	73		
GOBP_LEARNING	130	17		
GOBP_MEMORY	107	19		
GOBP_SHORT_TERM_MEMORY	8		Rejected!	
GOBP_LONG_TERM_MEMORY	32		Rejected!	
GOBP_MATING_BEHAVIOR	21		Rejected!	
GOBP_MATING	38		Rejected!	
GOBP_COPULATION	19		Rejected!	
GOBP_RHYTHMIC_BEHAVIOR	46		Rejected!	
GOBP_CIRCADIAN_RHYTHM	212	25		
GOBP_GROOMING_BEHAVIOR	16		Rejected!	
GOBP_LOCOMOTORY_BEHAVIOR	161	17		
GOBP_FEEDING_BEHAVIOR	93	17		
GOBP_VISUAL_BEHAVIOR	47		Rejected!	
GOBP_CHEMOSENSORY_BEHAVIOR	14		Rejected!	
GOBP_MECHANOSENSORY_BEHAVIOR	12		Rejected!	
GOBP_REGULATION_OF_HEART_CONTRACTION	245	40		
GOBP_TRNA_PROCESSING	130		Rejected!	
GOBP_CELL_RECOGNITION	225	23		
GOBP_NEURON_RECOGNITION	46		Rejected!	
GOBP_MOTOR_NEURON_AXON_GUIDANCE	30		Rejected!	
GOBP_MITOCHONDRIAL_FUSION	28		Rejected!	
GOBP_TOLL_SIGNALING_PATHWAY	7		Rejected!	
GOBP_AXO_DENDRITIC_TRANSPORT	69		Rejected!	
GOBP_ANTEROGRADE_AXONAL_TRANSPORT	47		Rejected!	
GOBP_RETROGRADE_AXONAL_TRANSPORT	21		Rejected!	
GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION	215	28		
GOBP_NEGATIVE_REGULATION_OF_DNA_REPLICATION	34		Rejected!	
GOBP_STEROID_METABOLIC_PROCESS	329	38		
GOBP_BILE_ACID_METABOLIC_PROCESS	50		Rejected!	
GOBP_C21_STEROID_HORMONE_METABOLIC_PROCESS	40		Rejected!	
GOBP_ANDROGEN_METABOLIC_PROCESS	30		Rejected!	
GOBP_ESTROGEN_METABOLIC_PROCESS	38		Rejected!	
GOBP_GLUCOCORTICOID_METABOLIC_PROCESS	25		Rejected!	
GOBP_MINERALOCORTICOID_METABOLIC_PROCESS	13		Rejected!	
GOBP_SPERMINE_METABOLIC_PROCESS	5		Rejected!	
GOBP_SPERMIDINE_METABOLIC_PROCESS	8		Rejected!	
GOBP_REGULATION_OF_BLOOD_PRESSURE	177	40		
GOBP_OPSONIZATION	11		Rejected!	
GOBP_SULFATE_TRANSPORT	18		Rejected!	
GOBP_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	143	22		
GOBP_CELL_POPULATION_PROLIFERATION	1955	303		
GOBP_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	941	155		
GOBP_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	752	132		
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY	143		Rejected!	
GOBP_ACETYLCHOLINE_METABOLIC_PROCESS	5		Rejected!	
GOBP_INTRACELLULAR_MRNA_LOCALIZATION	12		Rejected!	
GOBP_ISOPRENOID_BIOSYNTHETIC_PROCESS	28		Rejected!	
GOBP_ISOPRENOID_CATABOLIC_PROCESS	10		Rejected!	
GOBP_ASSOCIATIVE_LEARNING	68		Rejected!	
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT	53		Rejected!	
GOBP_HISTONE_MRNA_METABOLIC_PROCESS	24		Rejected!	
GOBP_DETERMINATION_OF_ADULT_LIFESPAN	18		Rejected!	
GOBP_ADULT_FEEDING_BEHAVIOR	10		Rejected!	
GOBP_ADULT_LOCOMOTORY_BEHAVIOR	62		Rejected!	
GOBP_GLIAL_CELL_MIGRATION	50		Rejected!	
GOBP_GERM_CELL_MIGRATION	5		Rejected!	
