NAME	TITLE	SCORE	
RPL8	ribosomal protein L8 [Source:HGNC Symbol;Acc:HGNC:10368]	0.14024186	
ADGRD1	adhesion G protein-coupled receptor D1 [Source:HGNC Symbol;Acc:HGNC:19893]	0.14017896	
RPS27A	ribosomal protein S27a [Source:HGNC Symbol;Acc:HGNC:10417]	0.13963969	
EEF1A1	eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]	0.13957126	
RPL39	ribosomal protein L39 [Source:HGNC Symbol;Acc:HGNC:10350]	0.13917324	
GFRA1	GDNF family receptor alpha 1 [Source:HGNC Symbol;Acc:HGNC:4243]	0.13855489	
RPS4X	ribosomal protein S4 X-linked [Source:HGNC Symbol;Acc:HGNC:10424]	0.1367633	
RDH5	retinol dehydrogenase 5 [Source:HGNC Symbol;Acc:HGNC:9940]	0.13634516	
TIMP1	TIMP metallopeptidase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:11820]	0.13542654	
RASAL3	RAS protein activator like 3 [Source:HGNC Symbol;Acc:HGNC:26129]	0.13498653	
KRT16	keratin 16 [Source:HGNC Symbol;Acc:HGNC:6423]	0.13336714	
RPS23	ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:10410]	0.13324687	
KMT5A	lysine methyltransferase 5A [Source:HGNC Symbol;Acc:HGNC:29489]	0.13230142	
GRIK3	glutamate ionotropic receptor kainate type subunit 3 [Source:HGNC Symbol;Acc:HGNC:4581]	0.13184653	
RPL18	ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:10310]	0.13161018	
EIF5A	eukaryotic translation initiation factor 5A [Source:HGNC Symbol;Acc:HGNC:3300]	0.13109681	
MT-ND3	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3 [Source:HGNC Symbol;Acc:HGNC:7458]	0.13098612	
AIF1	allograft inflammatory factor 1 [Source:HGNC Symbol;Acc:HGNC:352]	0.13055952	
ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor 6 [Source:HGNC Symbol;Acc:HGNC:685]	0.1297533	
LEPR	leptin receptor [Source:HGNC Symbol;Acc:HGNC:6554]	0.12718494	
CBX3	chromobox 3 [Source:HGNC Symbol;Acc:HGNC:1553]	0.12660076	
PFN1	profilin 1 [Source:HGNC Symbol;Acc:HGNC:8881]	0.12626565	
ENO3	enolase 3 [Source:HGNC Symbol;Acc:HGNC:3354]	0.12500302	
STMN1	stathmin 1 [Source:HGNC Symbol;Acc:HGNC:6510]	0.124122776	
LAMA1	laminin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:6481]	0.12403399	
RGS5	regulator of G protein signaling 5 [Source:HGNC Symbol;Acc:HGNC:10001]	0.123086445	
PHLDA1	pleckstrin homology like domain family A member 1 [Source:HGNC Symbol;Acc:HGNC:8933]	0.122483514	
DKK4	dickkopf WNT signaling pathway inhibitor 4 [Source:HGNC Symbol;Acc:HGNC:2894]	0.120820954	
LPL	lipoprotein lipase [Source:HGNC Symbol;Acc:HGNC:6677]	0.12003627	
PSME3IP1	proteasome activator subunit 3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29856]	0.11983879	
TUBA1A	tubulin alpha 1a [Source:HGNC Symbol;Acc:HGNC:20766]	0.118055776	
PLA2G7	phospholipase A2 group VII [Source:HGNC Symbol;Acc:HGNC:9040]	0.117748514	
TRIR	telomerase RNA component interacting RNase [Source:HGNC Symbol;Acc:HGNC:28424]	0.11749348	
S100A11	S100 calcium binding protein A11 [Source:HGNC Symbol;Acc:HGNC:10488]	0.11689698	
RBM3	RNA binding motif protein 3 [Source:HGNC Symbol;Acc:HGNC:9900]	0.11670764	
OPRPN	opiorphin prepropeptide [Source:HGNC Symbol;Acc:HGNC:17279]	0.11613896	
NREP	neuronal regeneration related protein [Source:HGNC Symbol;Acc:HGNC:16834]	0.11592655	
SLC25A5	solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991]	0.115721986	
RPL10	ribosomal protein L10 [Source:HGNC Symbol;Acc:HGNC:10298]	0.11506338	
LYVE1	lymphatic vessel endothelial hyaluronan receptor 1 [Source:HGNC Symbol;Acc:HGNC:14687]	0.11494128	
MT1A	metallothionein 1A [Source:HGNC Symbol;Acc:HGNC:7393]	0.1146663	
H2AJ	H2A.J histone [Source:HGNC Symbol;Acc:HGNC:14456]	0.114254594	
MT-ND4L	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L [Source:HGNC Symbol;Acc:HGNC:7460]	0.11375449	
RPS14	ribosomal protein S14 [Source:HGNC Symbol;Acc:HGNC:10387]	0.113596536	
MICOS10	mitochondrial contact site and cristae organizing system subunit 10 [Source:HGNC Symbol;Acc:HGNC:32068]	0.11331112	
CLEC12A	C-type lectin domain family 12 member A [Source:HGNC Symbol;Acc:HGNC:31713]	0.11237186	
FAM89A	family with sequence similarity 89 member A [Source:HGNC Symbol;Acc:HGNC:25057]	0.1121485	
ANXA1	annexin A1 [Source:HGNC Symbol;Acc:HGNC:533]	0.11209279	
FAU	FAU ubiquitin like and ribosomal protein S30 fusion [Source:HGNC Symbol;Acc:HGNC:3597]	0.10990303	
MT1X	metallothionein 1X [Source:HGNC Symbol;Acc:HGNC:7405]	0.10980857	
NTM	neurotrimin [Source:HGNC Symbol;Acc:HGNC:17941]	0.109107286	
ISL1	ISL LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6132]	0.107864216	
GPR65	G protein-coupled receptor 65 [Source:HGNC Symbol;Acc:HGNC:4517]	0.10682873	
SOX11	SRY-box transcription factor 11 [Source:HGNC Symbol;Acc:HGNC:11191]	0.106447734	
MRPL53	mitochondrial ribosomal protein L53 [Source:HGNC Symbol;Acc:HGNC:16684]	0.10635636	
RPS29	ribosomal protein S29 [Source:HGNC Symbol;Acc:HGNC:10419]	0.10545625	
PCSK1N	proprotein convertase subtilisin/kexin type 1 inhibitor [Source:HGNC Symbol;Acc:HGNC:17301]	0.10264331	
UBE2C	ubiquitin conjugating enzyme E2 C [Source:HGNC Symbol;Acc:HGNC:15937]	0.10258325	
CD9	CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]	0.10199214	
ATP13A5	ATPase 13A5 [Source:HGNC Symbol;Acc:HGNC:31789]	0.10154776	
CD300C	CD300c molecule [Source:HGNC Symbol;Acc:HGNC:19320]	0.10068581	
SELENOT	selenoprotein T [Source:HGNC Symbol;Acc:HGNC:18136]	0.09993128	
RHOH	ras homolog family member H [Source:HGNC Symbol;Acc:HGNC:686]	0.099536814	
C1orf105	chromosome 1 open reading frame 105 [Source:HGNC Symbol;Acc:HGNC:29591]	0.09940398	
SNHG8	small nucleolar RNA host gene 8 [Source:HGNC Symbol;Acc:HGNC:33098]	0.09864698	
SLC16A2	solute carrier family 16 member 2 [Source:HGNC Symbol;Acc:HGNC:10923]	0.09842228	
SYNJ2BP	synaptojanin 2 binding protein [Source:HGNC Symbol;Acc:HGNC:18955]	0.09840966	
SPRING1	SREBF pathway regulator in golgi 1 [Source:HGNC Symbol;Acc:HGNC:26128]	0.097268045	
EOLA1	endothelium and lymphocyte associated ASCH domain 1 [Source:HGNC Symbol;Acc:HGNC:28089]	0.096960746	
GC	GC vitamin D binding protein [Source:HGNC Symbol;Acc:HGNC:4187]	0.09684196	
RGS1	regulator of G protein signaling 1 [Source:HGNC Symbol;Acc:HGNC:9991]	0.09660537	
CD53	CD53 molecule [Source:HGNC Symbol;Acc:HGNC:1686]	0.09618609	
HECTD4	HECT domain E3 ubiquitin protein ligase 4 [Source:HGNC Symbol;Acc:HGNC:26611]	0.09538895	
PCDH17	protocadherin 17 [Source:HGNC Symbol;Acc:HGNC:14267]	0.09522702	
TREM2	triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:HGNC:17761]	0.0935397	
GRM8	glutamate metabotropic receptor 8 [Source:HGNC Symbol;Acc:HGNC:4600]	0.09344005	
COL6A6	collagen type VI alpha 6 chain [Source:HGNC Symbol;Acc:HGNC:27023]	0.09169887	
GLYAT	glycine-N-acyltransferase [Source:HGNC Symbol;Acc:HGNC:13734]	0.09095744	
ID3	"inhibitor of DNA binding 3, HLH protein [Source:HGNC Symbol;Acc:HGNC:5362]"	0.090817355	
TMSB10	thymosin beta 10 [Source:HGNC Symbol;Acc:HGNC:11879]	0.09056372	
ELOC	elongin C [Source:HGNC Symbol;Acc:HGNC:11617]	0.08979254	
MT-CYB	mitochondrially encoded cytochrome b [Source:HGNC Symbol;Acc:HGNC:7427]	0.08915886	
VAMP5	vesicle associated membrane protein 5 [Source:HGNC Symbol;Acc:HGNC:12646]	0.08911363	
RPL27A	ribosomal protein L27a [Source:HGNC Symbol;Acc:HGNC:10329]	0.0890881	
MT-ND1	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1 [Source:HGNC Symbol;Acc:HGNC:7455]	0.088984296	
B2M	beta-2-microglobulin [Source:HGNC Symbol;Acc:HGNC:914]	0.08835359	
MTCL1	microtubule crosslinking factor 1 [Source:HGNC Symbol;Acc:HGNC:29121]	0.08797231	
DPM1	"dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]"	0.0863614	
RPS27	ribosomal protein S27 [Source:HGNC Symbol;Acc:HGNC:10416]	0.08513176	
CCDC80	coiled-coil domain containing 80 [Source:HGNC Symbol;Acc:HGNC:30649]	0.08495612	
PTCRA	pre T cell antigen receptor alpha [Source:HGNC Symbol;Acc:HGNC:21290]	0.08393502	
RPL13	ribosomal protein L13 [Source:HGNC Symbol;Acc:HGNC:10303]	0.08204741	
VPS8	VPS8 subunit of CORVET complex [Source:HGNC Symbol;Acc:HGNC:29122]	0.08194597	
HLA-A	"major histocompatibility complex, class I, A [Source:HGNC Symbol;Acc:HGNC:4931]"	0.08176815	
SSTR2	somatostatin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11331]	0.08089285	
RPL37	ribosomal protein L37 [Source:HGNC Symbol;Acc:HGNC:10347]	0.07777256	
EDN2	endothelin 2 [Source:HGNC Symbol;Acc:HGNC:3177]	0.07744151	
MTARC2	mitochondrial amidoxime reducing component 2 [Source:HGNC Symbol;Acc:HGNC:26064]	0.07740971	
ATP5PB	ATP synthase peripheral stalk-membrane subunit b [Source:HGNC Symbol;Acc:HGNC:840]	0.07714377	
HSP90AA1	heat shock protein 90 alpha family class A member 1 [Source:HGNC Symbol;Acc:HGNC:5253]	0.077106506	
TCF4	transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11634]	0.075904	
PEG10	paternally expressed 10 [Source:HGNC Symbol;Acc:HGNC:14005]	0.07455829	
THBS4	thrombospondin 4 [Source:HGNC Symbol;Acc:HGNC:11788]	0.07222831	
UBE2S	ubiquitin conjugating enzyme E2 S [Source:HGNC Symbol;Acc:HGNC:17895]	0.07177268	
MSLN	mesothelin [Source:HGNC Symbol;Acc:HGNC:7371]	0.07167183	
LIPT1	lipoyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:29569]	0.06954381	
MT-RNR2	mitochondrially encoded 16S rRNA [Source:HGNC Symbol;Acc:HGNC:7471]	0.06940291	
NME1-NME2	NME1-NME2 readthrough [Source:HGNC Symbol;Acc:HGNC:33531]	0.069305666	
RPS19	ribosomal protein S19 [Source:HGNC Symbol;Acc:HGNC:10402]	0.068347424	
NEGR1	neuronal growth regulator 1 [Source:HGNC Symbol;Acc:HGNC:17302]	0.067418836	
EPO	erythropoietin [Source:HGNC Symbol;Acc:HGNC:3415]	0.06740404	
ZBP1	Z-DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:16176]	0.0672781	
COL4A3	collagen type IV alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:2204]	0.06700478	
KCNQ5	potassium voltage-gated channel subfamily Q member 5 [Source:HGNC Symbol;Acc:HGNC:6299]	0.06616978	
TMEM37	transmembrane protein 37 [Source:HGNC Symbol;Acc:HGNC:18216]	0.0659708	
FABP4	fatty acid binding protein 4 [Source:HGNC Symbol;Acc:HGNC:3559]	0.06593814	
NPY	neuropeptide Y [Source:HGNC Symbol;Acc:HGNC:7955]	0.06565082	
NUPR1	"nuclear protein 1, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:29990]"	0.06509988	
CALB1	calbindin 1 [Source:HGNC Symbol;Acc:HGNC:1434]	0.0644227	
TFAP2B	transcription factor AP-2 beta [Source:HGNC Symbol;Acc:HGNC:11743]	0.06433679	
HCLS1	hematopoietic cell-specific Lyn substrate 1 [Source:HGNC Symbol;Acc:HGNC:4844]	0.06336606	
LINC-PINT	"long intergenic non-protein coding RNA, p53 induced transcript [Source:HGNC Symbol;Acc:HGNC:26885]"	0.061605703	
SUMO2	small ubiquitin like modifier 2 [Source:HGNC Symbol;Acc:HGNC:11125]	0.061078977	
SELENOF	selenoprotein F [Source:HGNC Symbol;Acc:HGNC:17705]	0.05867889	
RPL14	ribosomal protein L14 [Source:HGNC Symbol;Acc:HGNC:10305]	0.058424603	
H2AW	H2A.W histone [Source:HGNC Symbol;Acc:HGNC:20507]	0.057815194	
RPS3	ribosomal protein S3 [Source:HGNC Symbol;Acc:HGNC:10420]	0.057805866	
TNNT3	"troponin T3, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11950]"	0.05758382	
CST3	cystatin C [Source:HGNC Symbol;Acc:HGNC:2475]	0.057426736	
SERPINE2	serpin family E member 2 [Source:HGNC Symbol;Acc:HGNC:8951]	0.05675012	
CFAP46	cilia and flagella associated protein 46 [Source:HGNC Symbol;Acc:HGNC:25247]	0.056379795	
C11orf98	chromosome 11 open reading frame 98 [Source:HGNC Symbol;Acc:HGNC:51238]	0.055395905	
MT-ND4	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4 [Source:HGNC Symbol;Acc:HGNC:7459]	0.055180788	
SIPA1L1	signal induced proliferation associated 1 like 1 [Source:HGNC Symbol;Acc:HGNC:20284]	0.054680258	
ANKRD33B	ankyrin repeat domain 33B [Source:HGNC Symbol;Acc:HGNC:35240]	0.05459037	
CALCR	calcitonin receptor [Source:HGNC Symbol;Acc:HGNC:1440]	0.05447256	
AREG	amphiregulin [Source:HGNC Symbol;Acc:HGNC:651]	0.052699104	
PHKG1	phosphorylase kinase catalytic subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:8930]	0.05254738	
LBHD1	LBH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28351]	0.052177407	
SEM1	SEM1 26S proteasome complex subunit [Source:HGNC Symbol;Acc:HGNC:10845]	0.05157686	
YJEFN3	YjeF N-terminal domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24785]	0.051535234	
RPL18A	ribosomal protein L18a [Source:HGNC Symbol;Acc:HGNC:10311]	0.05042057	
STIMATE	STIM activating enhancer [Source:HGNC Symbol;Acc:HGNC:30526]	0.049803626	
SORCS2	sortilin related VPS10 domain containing receptor 2 [Source:HGNC Symbol;Acc:HGNC:16698]	0.04888122	
TRIM17	tripartite motif containing 17 [Source:HGNC Symbol;Acc:HGNC:13430]	0.048435915	
PTGIR	prostaglandin I2 receptor [Source:HGNC Symbol;Acc:HGNC:9602]	0.047404952	
CCL20	C-C motif chemokine ligand 20 [Source:HGNC Symbol;Acc:HGNC:10619]	0.04668676	
GFRA3	GDNF family receptor alpha 3 [Source:HGNC Symbol;Acc:HGNC:4245]	0.046496633	
NCF4	neutrophil cytosolic factor 4 [Source:HGNC Symbol;Acc:HGNC:7662]	0.046078544	
CALCB	calcitonin related polypeptide beta [Source:HGNC Symbol;Acc:HGNC:1438]	0.044915	
ATP5MC2	ATP synthase membrane subunit c locus 2 [Source:HGNC Symbol;Acc:HGNC:842]	0.043216694	
PPP1R14A	protein phosphatase 1 regulatory inhibitor subunit 14A [Source:HGNC Symbol;Acc:HGNC:14871]	0.04239362	
CYRIB	CYFIP related Rac1 interactor B [Source:HGNC Symbol;Acc:HGNC:25216]	0.04216567	
SLBP	stem-loop binding protein [Source:HGNC Symbol;Acc:HGNC:10904]	0.040670063	
DENND5B	DENN domain containing 5B [Source:HGNC Symbol;Acc:HGNC:28338]	0.039712716	
SUMF1	sulfatase modifying factor 1 [Source:HGNC Symbol;Acc:HGNC:20376]	0.039064337	
FTL	ferritin light chain [Source:HGNC Symbol;Acc:HGNC:3999]	0.03878386	
RCC1	regulator of chromosome condensation 1 [Source:HGNC Symbol;Acc:HGNC:1913]	0.0373863	
GAL	galanin and GMAP prepropeptide [Source:HGNC Symbol;Acc:HGNC:4114]	0.037290663	
DLL3	delta like canonical Notch ligand 3 [Source:HGNC Symbol;Acc:HGNC:2909]	0.03718791	
SEPTIN2	septin 2 [Source:HGNC Symbol;Acc:HGNC:7729]	0.035911676	
MDM2	MDM2 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:6973]	0.03573082	
RPS3A	ribosomal protein S3A [Source:HGNC Symbol;Acc:HGNC:10421]	0.03559091	
MTCO2P12	MT-CO2 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:52028]	0.034316543	
CCL8	C-C motif chemokine ligand 8 [Source:HGNC Symbol;Acc:HGNC:10635]	0.032476723	
CLDN11	claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]	0.032339133	
ETV1	ETS variant transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3490]	0.031759888	
PCP4	Purkinje cell protein 4 [Source:HGNC Symbol;Acc:HGNC:8742]	0.031319078	
MT-ATP6	mitochondrially encoded ATP synthase membrane subunit 6 [Source:HGNC Symbol;Acc:HGNC:7414]	0.031025764	
GRIA2	glutamate ionotropic receptor AMPA type subunit 2 [Source:HGNC Symbol;Acc:HGNC:4572]	0.029707184	
ACTB	actin beta [Source:HGNC Symbol;Acc:HGNC:132]	0.029670859	
AQP9	aquaporin 9 [Source:HGNC Symbol;Acc:HGNC:643]	0.029128348	
NUP210L	nucleoporin 210 like [Source:HGNC Symbol;Acc:HGNC:29915]	0.028251715	
ETFBKMT	electron transfer flavoprotein subunit beta lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:28739]	0.027155837	
HLA-DRB1	"major histocompatibility complex, class II, DR beta 1 [Source:HGNC Symbol;Acc:HGNC:4948]"	0.027038062	
CALCA	calcitonin related polypeptide alpha [Source:HGNC Symbol;Acc:HGNC:1437]	0.026523441	
CIAO2A	cytosolic iron-sulfur assembly component 2A [Source:HGNC Symbol;Acc:HGNC:26235]	0.025640585	
EFEMP1	EGF containing fibulin extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3218]	0.025409086	
CELF4	CUGBP Elav-like family member 4 [Source:HGNC Symbol;Acc:HGNC:14015]	0.025375782	
NTS	neurotensin [Source:HGNC Symbol;Acc:HGNC:8038]	0.024918456	
GADD45G	growth arrest and DNA damage inducible gamma [Source:HGNC Symbol;Acc:HGNC:4097]	0.022206066	
FBLN5	fibulin 5 [Source:HGNC Symbol;Acc:HGNC:3602]	0.02207307	
TLE5	"TLE family member 5, transcriptional modulator [Source:HGNC Symbol;Acc:HGNC:307]"	0.02140717	
NCOA7	nuclear receptor coactivator 7 [Source:HGNC Symbol;Acc:HGNC:21081]	0.019657696	
PCSK2	proprotein convertase subtilisin/kexin type 2 [Source:HGNC Symbol;Acc:HGNC:8744]	0.018755283	
RPL3	ribosomal protein L3 [Source:HGNC Symbol;Acc:HGNC:10332]	0.018741442	
RPL37A	ribosomal protein L37a [Source:HGNC Symbol;Acc:HGNC:10348]	0.018709432	
SPON2	spondin 2 [Source:HGNC Symbol;Acc:HGNC:11253]	0.018620802	
LRP1B	LDL receptor related protein 1B [Source:HGNC Symbol;Acc:HGNC:6693]	0.018212661	
RTRAF	"RNA transcription, translation and transport factor [Source:HGNC Symbol;Acc:HGNC:23169]"	0.017993359	
SPRY2	sprouty RTK signaling antagonist 2 [Source:HGNC Symbol;Acc:HGNC:11270]	0.01795579	
PSME2	proteasome activator subunit 2 [Source:HGNC Symbol;Acc:HGNC:9569]	0.0168468	
JPT1	Jupiter microtubule associated homolog 1 [Source:HGNC Symbol;Acc:HGNC:14569]	0.016451422	
VIP	vasoactive intestinal peptide [Source:HGNC Symbol;Acc:HGNC:12693]	0.016323023	
PDE4D	phosphodiesterase 4D [Source:HGNC Symbol;Acc:HGNC:8783]	0.016035058	
MAP7	microtubule associated protein 7 [Source:HGNC Symbol;Acc:HGNC:6869]	0.015636161	
CSRP3	cysteine and glycine rich protein 3 [Source:HGNC Symbol;Acc:HGNC:2472]	0.015230112	
RPS8	ribosomal protein S8 [Source:HGNC Symbol;Acc:HGNC:10441]	0.014581972	
ALPK1	alpha kinase 1 [Source:HGNC Symbol;Acc:HGNC:20917]	0.013937302	
GOLM2	golgi membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:24892]	0.013692144	
RPL31	ribosomal protein L31 [Source:HGNC Symbol;Acc:HGNC:10334]	0.013271933	
GPNMB	glycoprotein nmb [Source:HGNC Symbol;Acc:HGNC:4462]	0.013143511	
BPIFC	BPI fold containing family C [Source:HGNC Symbol;Acc:HGNC:16503]	0.013038422	
HEY1	hes related family bHLH transcription factor with YRPW motif 1 [Source:HGNC Symbol;Acc:HGNC:4880]	0.012571563	
SCG5	secretogranin V [Source:HGNC Symbol;Acc:HGNC:10816]	0.010991902	
CRABP1	cellular retinoic acid binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2338]	0.010934214	
SELENOH	selenoprotein H [Source:HGNC Symbol;Acc:HGNC:18251]	0.0107430285	
BASP1	brain abundant membrane attached signal protein 1 [Source:HGNC Symbol;Acc:HGNC:957]	0.010275445	
ELOB	elongin B [Source:HGNC Symbol;Acc:HGNC:11619]	0.010218259	
GNG11	G protein subunit gamma 11 [Source:HGNC Symbol;Acc:HGNC:4403]	0.009735	
LDHA	lactate dehydrogenase A [Source:HGNC Symbol;Acc:HGNC:6535]	0.009643237	
CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2 [Source:HGNC Symbol;Acc:HGNC:1987]	0.008975072	
PAPPA2	pappalysin 2 [Source:HGNC Symbol;Acc:HGNC:14615]	0.008589123	
TMEM131L	transmembrane 131 like [Source:HGNC Symbol;Acc:HGNC:29146]	0.008544936	
FGD2	"FYVE, RhoGEF and PH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3664]"	0.007980112	
NTNG1	netrin G1 [Source:HGNC Symbol;Acc:HGNC:23319]	0.00776749	
BTBD9	BTB domain containing 9 [Source:HGNC Symbol;Acc:HGNC:21228]	0.007420532	
CYREN	cell cycle regulator of NHEJ [Source:HGNC Symbol;Acc:HGNC:22432]	0.005985377	
PLAGL1	PLAG1 like zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:9046]	0.005343432	
LILRB4	leukocyte immunoglobulin like receptor B4 [Source:HGNC Symbol;Acc:HGNC:6608]	0.004704726	
OPRM1	opioid receptor mu 1 [Source:HGNC Symbol;Acc:HGNC:8156]	0.0033295366	
RPS5	ribosomal protein S5 [Source:HGNC Symbol;Acc:HGNC:10426]	0.0028164794	
ERRFI1	ERBB receptor feedback inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:18185]	0.0023539427	
RACK1	receptor for activated C kinase 1 [Source:HGNC Symbol;Acc:HGNC:4399]	0.0020662341	
YBX1	Y-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8014]	0.0018686347	
CCL4L2	C-C motif chemokine ligand 4 like 2 [Source:HGNC Symbol;Acc:HGNC:24066]	0.0015646567	
ANO4	anoctamin 4 [Source:HGNC Symbol;Acc:HGNC:23837]	9.2994515E-4	
RRM2B	ribonucleotide reductase regulatory TP53 inducible subunit M2B [Source:HGNC Symbol;Acc:HGNC:17296]	7.289532E-4	
SELENOK	selenoprotein K [Source:HGNC Symbol;Acc:HGNC:30394]	3.3324788E-4	
CXCL10	C-X-C motif chemokine ligand 10 [Source:HGNC Symbol;Acc:HGNC:10637]	-0.0021160105	
LYZ	lysozyme [Source:HGNC Symbol;Acc:HGNC:6740]	-0.0021266567	
NEUROG2	neurogenin 2 [Source:HGNC Symbol;Acc:HGNC:13805]	-0.0023020408	
PAIP2B	poly(A) binding protein interacting protein 2B [Source:HGNC Symbol;Acc:HGNC:29200]	-0.0028632765	
MGST2	microsomal glutathione S-transferase 2 [Source:HGNC Symbol;Acc:HGNC:7063]	-0.003220265	
PRRX1	paired related homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9142]	-0.004290629	
CTLA4	cytotoxic T-lymphocyte associated protein 4 [Source:HGNC Symbol;Acc:HGNC:2505]	-0.00444071	
OSR2	odd-skipped related transciption factor 2 [Source:HGNC Symbol;Acc:HGNC:15830]	-0.0046761115	
DCX	doublecortin [Source:HGNC Symbol;Acc:HGNC:2714]	-0.0047419686	
TERF2IP	TERF2 interacting protein [Source:HGNC Symbol;Acc:HGNC:19246]	-0.0048008002	
NRTN	neurturin [Source:HGNC Symbol;Acc:HGNC:8007]	-0.0050761714	
PAK3	p21 (RAC1) activated kinase 3 [Source:HGNC Symbol;Acc:HGNC:8592]	-0.0052957265	
ARIH1	ariadne RBR E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:689]	-0.0056102015	
TAFA1	TAFA chemokine like family member 1 [Source:HGNC Symbol;Acc:HGNC:21587]	-0.0062446618	
RNF227	ring finger protein 227 [Source:HGNC Symbol;Acc:HGNC:27571]	-0.006738882	
MIF	macrophage migration inhibitory factor [Source:HGNC Symbol;Acc:HGNC:7097]	-0.0073130718	
EFCAB8	EF-hand calcium binding domain 8 [Source:HGNC Symbol;Acc:HGNC:34532]	-0.0074153724	
LHX2	LIM homeobox 2 [Source:HGNC Symbol;Acc:HGNC:6594]	-0.008255813	
SERPINB1	serpin family B member 1 [Source:HGNC Symbol;Acc:HGNC:3311]	-0.008396578	
SNU13	small nuclear ribonucleoprotein 13 [Source:HGNC Symbol;Acc:HGNC:7819]	-0.008851126	
OLFM1	olfactomedin 1 [Source:HGNC Symbol;Acc:HGNC:17187]	-0.009182367	
ADGB	androglobin [Source:HGNC Symbol;Acc:HGNC:21212]	-0.010475046	
KALRN	kalirin RhoGEF kinase [Source:HGNC Symbol;Acc:HGNC:4814]	-0.01087873	
SOCS3	suppressor of cytokine signaling 3 [Source:HGNC Symbol;Acc:HGNC:19391]	-0.011145651	
SNHG3	small nucleolar RNA host gene 3 [Source:HGNC Symbol;Acc:HGNC:10118]	-0.011394579	
SELENOP	selenoprotein P [Source:HGNC Symbol;Acc:HGNC:10751]	-0.01166337	
CRH	corticotropin releasing hormone [Source:HGNC Symbol;Acc:HGNC:2355]	-0.013239413	
GDF15	growth differentiation factor 15 [Source:HGNC Symbol;Acc:HGNC:30142]	-0.01352955	
C1QC	complement C1q C chain [Source:HGNC Symbol;Acc:HGNC:1245]	-0.013545285	
MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7038]	-0.013785602	
COL18A1	collagen type XVIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2195]	-0.013883548	
RUBCNL	rubicon like autophagy enhancer [Source:HGNC Symbol;Acc:HGNC:20420]	-0.013995889	
NGFR	nerve growth factor receptor [Source:HGNC Symbol;Acc:HGNC:7809]	-0.015897255	
AGRP	agouti related neuropeptide [Source:HGNC Symbol;Acc:HGNC:330]	-0.017663829	
METTL26	methyltransferase like 26 [Source:HGNC Symbol;Acc:HGNC:14141]	-0.017838411	
TUBB3	tubulin beta 3 class III [Source:HGNC Symbol;Acc:HGNC:20772]	-0.01837356	
PEG3	paternally expressed 3 [Source:HGNC Symbol;Acc:HGNC:8826]	-0.018905723	
PCDH10	protocadherin 10 [Source:HGNC Symbol;Acc:HGNC:13404]	-0.019119397	
